day,start_time,awayteam,hometeam,awayscore,homescore,wl
Saturday,711,ARI,ATL,11,1,0
Sunday,136,ARI,ATL,1,13,1
Monday,710,NYN,ATL,3,2,0
Tuesday,710,NYN,ATL,2,3,1
Wednesday,711,CIN,ATL,4,5,1
Thursday,107,CIN,ATL,9,10,1
Friday,856,PIT,ATL,3,7,1
Saturday,710,PIT,ATL,3,6,1
Sunday,137,PIT,ATL,2,5,1
Monday,106,PHI,ATL,3,9,1
Tuesday,710,PHI,ATL,3,7,1
Wednesday,105,PHI,ATL,1,2,1
Tuesday,930,TBA,ATL,10,4,0
Wednesday,710,TBA,ATL,2,6,1
Thursday,735,TBA,ATL,1,3,1
Friday,735,KCA,ATL,4,6,1
Saturday,710,KCA,ATL,4,5,1
Sunday,136,KCA,ATL,5,8,1
Friday,736,DET,ATL,1,3,1
Saturday,408,DET,ATL,3,4,1
Sunday,138,DET,ATL,10,4,0
Monday,711,WAS,ATL,0,5,1
Tuesday,710,WAS,ATL,7,2,0
Wednesday,710,WAS,ATL,1,4,1
Friday,735,FLO,ATL,3,4,1
Saturday,410,FLO,ATL,1,4,1
Sunday,507,FLO,ATL,3,2,0
Thursday,710,MIL,ATL,1,2,1
Friday,736,MIL,ATL,9,3,0
Saturday,712,MIL,ATL,6,3,0
Sunday,210,MIL,ATL,6,11,1
Tuesday,711,SDN,ATL,1,4,1
Wednesday,710,SDN,ATL,6,4,0
Thursday,105,SDN,ATL,0,8,1
Monday,711,NYN,ATL,1,4,1
Tuesday,710,NYN,ATL,3,2,0
Wednesday,710,NYN,ATL,3,8,1
Thursday,711,SFN,ATL,2,3,1
Friday,920,SFN,ATL,3,2,0
Saturday,711,SFN,ATL,0,3,1
Sunday,137,SFN,ATL,3,6,1
Friday,736,LAN,ATL,0,1,1
Saturday,710,LAN,ATL,2,1,0
Sunday,140,LAN,ATL,1,13,1
Monday,710,LAN,ATL,3,4,1
Tuesday,710,WAS,ATL,2,10,1
Wednesday,710,WAS,ATL,2,3,1
Thursday,105,WAS,ATL,6,2,0
Friday,735,FLO,ATL,7,1,0
Saturday,710,FLO,ATL,3,12,1
Sunday,135,FLO,ATL,6,7,1
Monday,711,NYN,ATL,3,9,1
Tuesday,710,NYN,ATL,2,9,1
Wednesday,710,NYN,ATL,1,4,1
Thursday,711,NYN,ATL,4,2,0
Thursday,711,SLN,ATL,11,4,0
Friday,735,SLN,ATL,6,8,1
Saturday,410,SLN,ATL,3,6,1
Sunday,809,SLN,ATL,7,3,0
Monday,710,WAS,ATL,0,4,1
Tuesday,710,WAS,ATL,6,0,0
Wednesday,1210,WAS,ATL,4,2,0
Monday,816,FLO,ATL,1,2,1
Tuesday,710,FLO,ATL,2,3,1
Wednesday,439,FLO,ATL,1,5,1
Friday,737,PHI,ATL,11,5,0
Saturday,419,PHI,ATL,7,0,0
Sunday,137,PHI,ATL,7,8,1
Sunday,437,SFN,ATL,3,2,0
Monday,737,SFN,ATL,3,2,0
Friday,738,PHI,ATL,3,6,1
Saturday,111,PHI,ATL,10,2,0
Sunday,138,PHI,ATL,3,0,0
Tuesday,710,FLO,ATL,0,5,1
Wednesday,710,FLO,ATL,5,1,0
Thursday,710,FLO,ATL,6,5,0
Saturday,411,NYN,ATL,2,4,1
Saturday,740,NYN,ATL,0,4,1
Sunday,135,NYN,ATL,3,2,0
Friday,735,SLN,ATL,5,3,0
Saturday,111,SLN,ATL,3,2,0
Sunday,135,SLN,ATL,5,6,1
Monday,710,MIL,ATL,2,6,1
Wednesday,410,MIL,ATL,3,8,1
Wednesday,801,MIL,ATL,0,8,1
Thursday,710,MIL,ATL,1,2,1
Tuesday,710,WAS,ATL,7,6,0
Wednesday,711,WAS,ATL,7,3,0
Thursday,710,WAS,ATL,5,6,1
Friday,736,PHI,ATL,5,4,0
Saturday,112,PHI,ATL,3,5,1
Sunday,148,PHI,ATL,2,3,1
Monday,711,HOU,ATL,2,3,1
Tuesday,105,HOU,ATL,1,3,1
Friday,735,CIN,ATL,5,1,0
Saturday,714,CIN,ATL,6,7,1
Sunday,810,CIN,ATL,1,2,1
Monday,106,SDN,ATL,3,2,0
Tuesday,711,SDN,ATL,5,4,0
Wednesday,710,SDN,ATL,3,4,1
Tuesday,712,NYN,ATL,4,3,0
Wednesday,832,NYN,ATL,4,0,0
Thursday,710,NYN,ATL,8,9,1
Friday,735,TEX,ATL,6,2,0
Saturday,412,TEX,ATL,5,4,0
Sunday,138,TEX,ATL,2,4,1
Monday,711,TOR,ATL,0,2,1
Tuesday,711,TOR,ATL,1,5,1
Wednesday,108,TOR,ATL,1,5,1
Friday,739,BAL,ATL,0,4,1
Saturday,710,BAL,ATL,4,5,1
Sunday,137,BAL,ATL,5,4,0
Monday,711,COL,ATL,1,4,1
Tuesday,710,COL,ATL,3,5,1
Wednesday,712,COL,ATL,1,9,1
Thursday,107,COL,ATL,3,6,1
Friday,737,WAS,ATL,1,11,1
Saturday,711,WAS,ATL,5,2,0
Sunday,138,WAS,ATL,8,9,1
Monday,912,PIT,ATL,3,1,0
Tuesday,711,PIT,ATL,3,4,1
Wednesday,711,PIT,ATL,1,2,1
Thursday,710,PIT,ATL,5,2,0
Friday,736,FLO,ATL,0,5,1
Saturday,711,FLO,ATL,1,5,1
Sunday,136,FLO,ATL,3,1,0
Friday,743,CHN,ATL,4,10,1
Saturday,711,CHN,ATL,8,4,0
Sunday,136,CHN,ATL,6,5,0
Monday,711,SFN,ATL,4,5,1
Tuesday,710,SFN,ATL,1,2,1
Wednesday,711,SFN,ATL,7,5,0
Thursday,711,SFN,ATL,0,1,1
Friday,735,ARI,ATL,2,4,1
Saturday,710,ARI,ATL,1,8,1
Sunday,136,ARI,ATL,0,1,1
Tuesday,711,WAS,ATL,9,2,0
Wednesday,710,WAS,ATL,1,3,1
Thursday,711,WAS,ATL,2,5,1
Friday,735,LAN,ATL,8,6,0
Saturday,710,LAN,ATL,2,1,0
Sunday,137,LAN,ATL,3,4,1
Monday,712,FLO,ATL,5,4,0
Tuesday,711,FLO,ATL,1,7,1
Wednesday,1206,FLO,ATL,1,4,1
Friday,735,NYN,ATL,12,2,0
Saturday,411,NYN,ATL,0,1,1
Sunday,135,NYN,ATL,7,5,0
Monday,710,PHI,ATL,4,2,0
Tuesday,710,PHI,ATL,7,1,0
Wednesday,710,PHI,ATL,4,3,0
Friday,738,MIL,ATL,8,10,1
Saturday,710,MIL,ATL,1,2,1
Sunday,135,MIL,ATL,4,7,1
Monday,710,NYN,ATL,6,1,0
Tuesday,710,NYN,ATL,3,9,1
Wednesday,1212,NYN,ATL,6,14,1
Friday,735,PIT,ATL,1,6,1
Saturday,710,PIT,ATL,4,2,0
Sunday,135,PIT,ATL,3,4,1
Monday,710,PIT,ATL,9,3,0
Tuesday,710,PHI,ATL,4,2,0
Wednesday,710,PHI,ATL,13,15,1
Thursday,1210,PHI,ATL,4,0,0
Monday,711,CIN,ATL,3,1,0
Tuesday,710,CIN,ATL,2,6,1
Wednesday,711,MIA,ATL,8,4,0
Thursday,711,MIA,ATL,0,7,1
Friday,736,WAS,ATL,7,4,0
Saturday,406,WAS,ATL,8,4,0
Sunday,806,WAS,ATL,7,2,0
Monday,111,SLN,ATL,8,2,0
Tuesday,710,SLN,ATL,4,5,1
Wednesday,710,SLN,ATL,7,10,1
Friday,736,TOR,ATL,3,4,1
Saturday,407,TOR,ATL,2,5,1
Sunday,139,TOR,ATL,12,4,0
Monday,711,NYA,ATL,3,0,0
Tuesday,710,NYA,ATL,6,4,0
Wednesday,711,NYA,ATL,3,2,0
Friday,736,BAL,ATL,2,4,1
Saturday,716,BAL,ATL,5,0,0
Sunday,137,BAL,ATL,2,0,0
Tuesday,711,ARI,ATL,1,8,1
Wednesday,710,ARI,ATL,4,6,1
Thursday,711,ARI,ATL,3,2,0
Friday,736,WAS,ATL,5,4,0
Saturday,408,WAS,ATL,5,7,1
Sunday,137,WAS,ATL,8,4,0
Monday,711,CHN,ATL,4,1,0
Tuesday,802,CHN,ATL,3,10,1
Wednesday,712,CHN,ATL,5,1,0
Thursday,711,CHN,ATL,3,7,1
Friday,736,NYN,ATL,5,7,1
Saturday,406,NYN,ATL,7,8,1
Sunday,135,NYN,ATL,1,6,1
Tuesday,711,SFN,ATL,9,0,0
Wednesday,826,SFN,ATL,9,4,0
Thursday,1210,SFN,ATL,2,3,1
Friday,735,PHI,ATL,1,6,1
Saturday,710,PHI,ATL,1,2,1
Sunday,136,PHI,ATL,2,6,1
Monday,710,MIA,ATL,2,8,1
Tuesday,711,MIA,ATL,1,7,1
Wednesday,710,MIA,ATL,4,2,0
Thursday,716,MIA,ATL,1,6,1
Friday,736,HOU,ATL,1,4,1
Saturday,710,HOU,ATL,3,2,0
Sunday,137,HOU,ATL,1,6,1
Monday,735,SDN,ATL,4,1,0
Tuesday,711,SDN,ATL,0,6,1
Wednesday,711,SDN,ATL,1,6,1
Thursday,711,SDN,ATL,0,6,1
Friday,736,LAN,ATL,3,4,1
Saturday,710,LAN,ATL,6,2,0
Sunday,139,LAN,ATL,5,0,0
Friday,736,PHI,ATL,8,5,0
Saturday,407,PHI,ATL,5,1,0
Sunday,506,PHI,ATL,7,8,1
Monday,112,COL,ATL,1,6,1
Tuesday,711,COL,ATL,6,0,0
Wednesday,711,COL,ATL,0,1,1
Thursday,1211,COL,ATL,0,1,1
Friday,737,WAS,ATL,1,2,1
Saturday,406,WAS,ATL,4,5,1
Sunday,807,WAS,ATL,1,5,1
Tuesday,711,MIA,ATL,3,4,1
Wednesday,711,MIA,ATL,0,3,1
Thursday,711,MIA,ATL,2,6,1
Friday,744,NYN,ATL,3,1,0
Saturday,711,NYN,ATL,0,2,1
Sunday,138,NYN,ATL,2,6,1
Friday,508,SLN,ATL,6,3,0
Monday,714,PHI,ATL,5,7,1
Wednesday,710,PHI,ATL,2,9,1
Thursday,711,PHI,ATL,2,0,0
Friday,735,CHN,ATL,1,4,1
Saturday,711,CHN,ATL,5,6,1
Sunday,135,CHN,ATL,1,5,1
Tuesday,712,KCA,ATL,3,6,1
Wednesday,1210,KCA,ATL,1,0,0
Monday,711,WAS,ATL,2,3,1
Tuesday,710,WAS,ATL,1,8,1
Wednesday,710,WAS,ATL,2,0,0
Thursday,711,WAS,ATL,3,1,0
Friday,735,NYN,ATL,7,5,0
Sunday,138,NYN,ATL,4,9,1
Friday,735,LAN,ATL,5,8,1
Saturday,712,LAN,ATL,1,3,1
Sunday,317,LAN,ATL,2,5,1
Monday,711,MIN,ATL,1,5,1
Tuesday,710,MIN,ATL,4,5,1
Wednesday,1210,MIN,ATL,3,8,1
Wednesday,712,TOR,ATL,3,0,0
Thursday,711,TOR,ATL,3,11,1
Friday,737,WAS,ATL,3,2,0
Saturday,717,WAS,ATL,1,2,1
Sunday,135,WAS,ATL,3,6,1
Monday,712,PIT,ATL,2,7,1
Tuesday,710,PIT,ATL,4,5,1
Wednesday,1212,PIT,ATL,0,5,1
Friday,736,SFN,ATL,6,0,0
Saturday,406,SFN,ATL,5,6,1
Sunday,811,SFN,ATL,0,3,1
Monday,1053,NYN,ATL,1,2,1
Tuesday,112,NYN,ATL,4,3,0
Tuesday,710,NYN,ATL,6,1,0
Wednesday,711,NYN,ATL,3,5,1
Thursday,711,NYN,ATL,4,3,0
Friday,738,ARI,ATL,0,3,1
Saturday,408,ARI,ATL,5,11,1
Sunday,139,ARI,ATL,2,6,1
Tuesday,712,MIA,ATL,3,11,1
Wednesday,718,MIA,ATL,6,3,0
Thursday,713,MIA,ATL,4,3,0
Thursday,712,CIN,ATL,5,6,1
Friday,737,CIN,ATL,4,2,0
Saturday,407,CIN,ATL,2,5,1
Sunday,138,CIN,ATL,8,4,0
Friday,738,SLN,ATL,1,4,1
Saturday,308,SLN,ATL,0,2,1
Sunday,808,SLN,ATL,2,5,1
Monday,712,COL,ATL,8,9,1
Tuesday,711,COL,ATL,3,11,1
Wednesday,711,COL,ATL,0,9,1
Thursday,719,COL,ATL,2,11,1
Friday,737,MIA,ATL,0,5,1
Saturday,711,MIA,ATL,1,0,0
Sunday,137,MIA,ATL,4,9,1
Monday,858,PHI,ATL,5,1,0
Tuesday,711,PHI,ATL,1,3,1
Wednesday,858,PHI,ATL,3,6,1
Friday,735,WAS,ATL,2,3,1
Saturday,720,WAS,ATL,8,7,0
Sunday,214,WAS,ATL,1,2,1
Tuesday,710,CLE,ATL,0,2,1
Wednesday,710,CLE,ATL,2,3,1
Thursday,711,CLE,ATL,1,3,1
Friday,737,MIA,ATL,1,2,1
Saturday,711,MIA,ATL,4,5,1
Sunday,505,MIA,ATL,7,0,0
Monday,111,NYN,ATL,5,13,1
Tuesday,711,NYN,ATL,1,3,1
Wednesday,1211,NYN,ATL,5,2,0
Friday,737,SDN,ATL,4,3,0
Saturday,711,SDN,ATL,1,2,1
Sunday,139,SDN,ATL,4,0,0
Monday,712,MIL,ATL,5,0,0
Tuesday,712,MIL,ATL,2,3,1
Wednesday,710,MIL,ATL,4,0,0
Thursday,711,PHI,ATL,1,7,1
Friday,736,PHI,ATL,0,1,1
Saturday,712,PHI,ATL,5,4,0
Sunday,138,PHI,ATL,5,12,1
Thursday,839,LAN,ATL,6,1,0
Friday,608,LAN,ATL,3,4,1
Friday,307,TOR,BAL,7,6,0
Saturday,707,TOR,BAL,3,0,0
Sunday,137,TOR,BAL,5,2,0
Monday,707,TBA,BAL,5,1,0
Tuesday,706,TBA,BAL,8,6,0
Wednesday,136,TBA,BAL,9,1,0
Tuesday,707,NYA,BAL,4,5,1
Wednesday,707,NYA,BAL,8,3,0
Thursday,707,NYA,BAL,4,0,0
Friday,707,BOS,BAL,4,5,1
Saturday,706,BOS,BAL,9,12,1
Sunday,136,BOS,BAL,2,3,1
Tuesday,707,SEA,BAL,5,1,0
Wednesday,729,SEA,BAL,2,5,1
Thursday,1236,SEA,BAL,5,6,1
Friday,812,CLE,BAL,1,8,1
Saturday,706,CLE,BAL,8,2,0
Sunday,137,CLE,BAL,5,1,0
Monday,709,KCA,BAL,4,3,0
Tuesday,705,KCA,BAL,3,4,1
Tuesday,707,OAK,BAL,1,5,1
Wednesday,706,OAK,BAL,6,1,0
Thursday,705,OAK,BAL,7,5,0
Friday,707,BOS,BAL,11,0,0
Saturday,706,BOS,BAL,8,2,0
Sunday,137,BOS,BAL,3,4,1
Tuesday,707,NYA,BAL,12,7,0
Wednesday,707,NYA,BAL,4,2,0
Thursday,708,NYA,BAL,3,4,1
Friday,707,NYN,BAL,5,1,0
Saturday,707,NYN,BAL,3,1,0
Sunday,137,NYN,BAL,11,4,0
Tuesday,707,FLO,BAL,10,4,0
Wednesday,707,FLO,BAL,7,5,0
Thursday,707,FLO,BAL,5,11,1
Friday,708,WAS,BAL,6,7,1
Saturday,407,WAS,BAL,5,6,1
Sunday,137,WAS,BAL,3,4,1
Tuesday,708,OAK,BAL,4,2,0
Wednesday,706,OAK,BAL,6,9,1
Thursday,708,OAK,BAL,8,1,0
Friday,707,TOR,BAL,4,2,0
Saturday,707,TOR,BAL,3,2,0
Sunday,136,TOR,BAL,10,1,0
Monday,733,TBA,BAL,8,1,0
Tuesday,710,TBA,BAL,10,11,1
Wednesday,1236,TBA,BAL,5,4,0
Thursday,708,MIN,BAL,5,0,0
Friday,706,MIN,BAL,2,3,1
Saturday,707,MIN,BAL,7,2,0
Sunday,137,MIN,BAL,10,4,0
Tuesday,707,ANA,BAL,3,6,1
Wednesday,706,ANA,BAL,7,9,1
Thursday,708,ANA,BAL,4,5,1
Friday,706,CHA,BAL,1,2,1
Saturday,713,CHA,BAL,4,2,0
Sunday,136,CHA,BAL,3,4,1
Monday,706,CHA,BAL,2,3,1
Monday,706,SEA,BAL,4,5,1
Tuesday,707,SEA,BAL,4,0,0
Wednesday,707,SEA,BAL,6,5,0
Thursday,707,TEX,BAL,0,4,1
Friday,708,TEX,BAL,2,0,0
Saturday,410,TEX,BAL,6,8,1
Sunday,156,TEX,BAL,6,4,0
Tuesday,707,BOS,BAL,2,5,1
Wednesday,707,BOS,BAL,9,6,0
Thursday,706,BOS,BAL,6,4,0
Friday,707,TBA,BAL,4,1,0
Saturday,705,TBA,BAL,4,8,1
Sunday,137,TBA,BAL,7,8,1
Monday,708,TOR,BAL,3,4,1
Tuesday,708,TOR,BAL,3,11,1
Wednesday,707,TOR,BAL,1,3,1
Friday,708,NYA,BAL,4,3,0
Saturday,706,NYA,BAL,11,3,0
Sunday,138,NYA,BAL,3,4,1
Friday,438,DET,BAL,6,10,1
Friday,741,DET,BAL,1,2,1
Saturday,706,DET,BAL,1,2,1
Sunday,136,DET,BAL,4,2,0
Monday,307,DET,BAL,1,5,1
Wednesday,707,DET,BAL,7,3,0
Thursday,707,DET,BAL,5,9,1
Saturday,437,TEX,BAL,0,5,1
Saturday,738,TEX,BAL,13,1,0
Sunday,137,TEX,BAL,3,0,0
Monday,708,MIN,BAL,5,3,0
Tuesday,709,MIN,BAL,0,11,1
Wednesday,709,MIN,BAL,4,5,1
Thursday,706,MIN,BAL,3,1,0
Saturday,707,NYA,BAL,15,3,0
Sunday,138,NYA,BAL,6,3,0
Tuesday,709,BOS,BAL,1,4,1
Wednesday,707,BOS,BAL,4,5,1
Thursday,707,BOS,BAL,6,2,0
Friday,707,TBA,BAL,6,2,0
Saturday,111,TBA,BAL,8,2,0
Sunday,137,TBA,BAL,5,3,0
Tuesday,709,SEA,BAL,6,7,1
Wednesday,707,SEA,BAL,2,4,1
Thursday,707,SEA,BAL,1,2,1
Wednesday,709,NYA,BAL,4,1,0
Thursday,753,NYA,BAL,13,2,0
Friday,709,WAS,BAL,17,5,0
Saturday,406,WAS,BAL,3,8,1
Sunday,137,WAS,BAL,1,2,1
Tuesday,710,KCA,BAL,3,5,1
Wednesday,708,KCA,BAL,2,9,1
Thursday,1238,KCA,BAL,5,6,1
Friday,707,TOR,BAL,8,4,0
Saturday,708,TOR,BAL,3,5,1
Sunday,137,TOR,BAL,7,4,0
Monday,707,OAK,BAL,2,4,1
Tuesday,706,OAK,BAL,0,4,1
Wednesday,706,OAK,BAL,2,3,1
Friday,813,TBA,BAL,0,7,1
Saturday,705,TBA,BAL,7,5,0
Sunday,141,TBA,BAL,9,6,0
Friday,706,CIN,BAL,4,5,1
Saturday,707,CIN,BAL,10,5,0
Sunday,137,CIN,BAL,5,7,1
Tuesday,707,SLN,BAL,6,2,0
Wednesday,705,SLN,BAL,5,1,0
Thursday,707,SLN,BAL,9,6,0
Thursday,707,CLE,BAL,8,4,0
Friday,706,CLE,BAL,6,5,0
Saturday,705,CLE,BAL,5,6,1
Sunday,137,CLE,BAL,3,8,1
Monday,707,BOS,BAL,15,10,0
Tuesday,706,BOS,BAL,2,6,1
Wednesday,1238,BOS,BAL,4,0,0
Friday,708,ANA,BAL,6,1,0
Saturday,706,ANA,BAL,2,3,1
Sunday,136,ANA,BAL,9,3,0
Friday,708,TOR,BAL,5,4,0
Saturday,816,TOR,BAL,2,6,1
Sunday,138,TOR,BAL,7,2,0
Monday,708,CHA,BAL,7,6,0
Tuesday,706,CHA,BAL,4,3,0
Wednesday,706,CHA,BAL,4,6,1
Thursday,707,CHA,BAL,6,3,0
Friday,706,DET,BAL,5,4,0
Saturday,712,DET,BAL,6,5,0
Sunday,137,DET,BAL,5,8,1
Friday,707,NYA,BAL,5,12,1
Sunday,136,NYA,BAL,0,2,1
Sunday,737,NYA,BAL,8,3,0
Monday,707,NYA,BAL,3,2,0
Tuesday,706,TOR,BAL,5,6,1
Wednesday,707,TOR,BAL,13,0,0
Thursday,1238,TOR,BAL,8,6,0
Thursday,105,NYA,BAL,4,5,1
Monday,707,TBA,BAL,5,2,0
Tuesday,706,TBA,BAL,2,4,1
Wednesday,707,TBA,BAL,2,6,1
Friday,708,ANA,BAL,3,8,1
Saturday,719,ANA,BAL,2,6,1
Sunday,139,ANA,BAL,11,2,0
Monday,708,BOS,BAL,3,6,1
Tuesday,707,BOS,BAL,8,7,0
Wednesday,710,BOS,BAL,3,4,1
Friday,309,MIN,BAL,2,4,1
Saturday,707,MIN,BAL,2,8,1
Sunday,136,MIN,BAL,1,3,1
Monday,707,NYA,BAL,6,2,0
Tuesday,706,NYA,BAL,5,4,0
Wednesday,725,NYA,BAL,6,4,0
Tuesday,708,TOR,BAL,1,2,1
Wednesday,708,TOR,BAL,0,3,1
Thursday,708,TOR,BAL,2,5,1
Friday,708,OAK,BAL,5,2,0
Saturday,715,OAK,BAL,1,10,1
Sunday,136,OAK,BAL,2,5,1
Monday,707,TEX,BAL,14,3,0
Tuesday,707,TEX,BAL,10,3,0
Thursday,407,TEX,BAL,5,6,1
Thursday,711,TEX,BAL,7,3,0
Friday,708,TBA,BAL,3,4,1
Saturday,707,TBA,BAL,3,5,1
Sunday,138,TBA,BAL,9,8,0
Monday,719,NYA,BAL,8,5,0
Tuesday,707,NYA,BAL,2,5,1
Monday,706,BOS,BAL,8,6,0
Tuesday,707,BOS,BAL,1,4,1
Wednesday,1238,BOS,BAL,6,5,0
Friday,707,KCA,BAL,2,8,1
Saturday,409,KCA,BAL,4,3,0
Sunday,140,KCA,BAL,4,2,0
Friday,707,PHI,BAL,9,6,0
Saturday,405,PHI,BAL,4,6,1
Sunday,137,PHI,BAL,4,5,1
Tuesday,708,PIT,BAL,6,8,1
Wednesday,708,PIT,BAL,1,7,1
Thursday,706,PIT,BAL,6,12,1
Friday,806,WAS,BAL,1,2,1
Saturday,717,WAS,BAL,3,1,0
Sunday,136,WAS,BAL,1,2,1
Tuesday,707,ANA,BAL,7,3,0
Wednesday,709,ANA,BAL,13,1,0
Thursday,708,CLE,BAL,7,2,0
Friday,707,CLE,BAL,8,9,1
Saturday,416,CLE,BAL,11,5,0
Sunday,137,CLE,BAL,6,2,0
Friday,706,DET,BAL,7,2,0
Saturday,408,DET,BAL,6,8,1
Sunday,136,DET,BAL,4,0,0
Tuesday,708,TBA,BAL,3,1,0
Wednesday,706,TBA,BAL,10,1,0
Thursday,1239,TBA,BAL,2,6,1
Friday,708,OAK,BAL,14,9,0
Saturday,706,OAK,BAL,6,1,0
Sunday,138,OAK,BAL,1,6,1
Monday,708,SEA,BAL,1,3,1
Tuesday,707,SEA,BAL,7,8,1
Wednesday,707,SEA,BAL,2,9,1
Thursday,709,KCA,BAL,8,2,0
Friday,706,KCA,BAL,1,7,1
Saturday,1014,KCA,BAL,7,3,0
Sunday,138,KCA,BAL,3,5,1
Tuesday,708,BOS,BAL,1,7,1
Wednesday,708,BOS,BAL,3,5,1
Thursday,707,BOS,BAL,6,3,0
Friday,710,TOR,BAL,4,6,1
Saturday,712,TOR,BAL,2,8,1
Monday,708,CHA,BAL,3,4,1
Tuesday,708,CHA,BAL,0,6,1
Wednesday,707,CHA,BAL,8,1,0
Thursday,1238,CHA,BAL,3,5,1
Thursday,718,NYA,BAL,6,10,1
Friday,708,NYA,BAL,8,5,0
Saturday,706,NYA,BAL,4,5,1
Sunday,139,NYA,BAL,13,3,0
Tuesday,709,TBA,BAL,2,9,1
Wednesday,710,TBA,BAL,2,3,1
Thursday,1238,TBA,BAL,2,3,1
Monday,408,TOR,BAL,1,4,1
Monday,733,TOR,BAL,9,5,0
Tuesday,709,TOR,BAL,4,0,0
Wednesday,708,TOR,BAL,2,12,1
Friday,709,BOS,BAL,1,9,1
Saturday,717,BOS,BAL,3,4,1
Sunday,138,BOS,BAL,3,6,1
Sunday,841,NYA,BAL,7,2,0
Monday,847,NYA,BAL,2,3,1
Friday,311,MIN,BAL,5,9,1
Saturday,707,MIN,BAL,6,5,0
Sunday,139,MIN,BAL,4,3,0
Tuesday,709,TBA,BAL,4,5,1
Wednesday,705,TBA,BAL,6,2,0
Thursday,705,TBA,BAL,6,10,1
Saturday,106,LAN,BAL,5,7,1
Saturday,716,LAN,BAL,1,6,1
Sunday,140,LAN,BAL,7,4,0
Monday,710,TOR,BAL,1,2,1
Tuesday,708,TOR,BAL,3,4,1
Wednesday,1236,TOR,BAL,6,5,0
Tuesday,709,KCA,BAL,3,4,1
Wednesday,706,KCA,BAL,3,5,1
Thursday,736,KCA,BAL,6,2,0
Tuesday,707,SDN,BAL,3,2,0
Wednesday,1238,SDN,BAL,8,4,0
Friday,707,TBA,BAL,12,10,0
Saturday,406,TBA,BAL,10,6,0
Sunday,137,TBA,BAL,3,1,0
Monday,711,NYA,BAL,6,4,0
Tuesday,706,NYA,BAL,2,3,1
Wednesday,708,NYA,BAL,3,6,1
Wednesday,705,WAS,BAL,6,9,1
Thursday,708,WAS,BAL,0,2,1
Friday,706,DET,BAL,5,7,1
Saturday,408,DET,BAL,10,3,0
Sunday,137,DET,BAL,2,4,1
Monday,710,ANA,BAL,3,4,1
Tuesday,705,ANA,BAL,2,3,1
Wednesday,1237,ANA,BAL,9,5,0
Thursday,707,BOS,BAL,4,5,1
Friday,707,BOS,BAL,0,2,1
Saturday,406,BOS,BAL,5,4,0
Sunday,137,BOS,BAL,3,6,1
Monday,707,CLE,BAL,5,2,0
Tuesday,706,CLE,BAL,3,6,1
Wednesday,811,CLE,BAL,4,3,0
Thursday,706,CLE,BAL,3,7,1
Friday,707,NYA,BAL,3,4,1
Saturday,717,NYA,BAL,3,11,1
Sunday,810,NYA,BAL,2,4,1
Monday,707,TEX,BAL,8,5,0
Tuesday,706,TEX,BAL,8,4,0
Wednesday,707,TEX,BAL,1,6,1
Thursday,705,TEX,BAL,1,3,1
Friday,714,TOR,BAL,5,8,1
Saturday,408,TOR,BAL,7,3,0
Sunday,139,TOR,BAL,4,7,1
Friday,707,BOS,BAL,0,6,1
Saturday,732,BOS,BAL,7,3,0
Sunday,139,BOS,BAL,5,0,0
Tuesday,707,HOU,BAL,3,4,1
Wednesday,707,HOU,BAL,11,0,0
Thursday,707,HOU,BAL,3,6,1
Friday,712,SEA,BAL,8,11,1
Saturday,708,SEA,BAL,8,4,0
Sunday,138,SEA,BAL,3,2,0
Friday,706,COL,BAL,6,3,0
Saturday,707,COL,BAL,4,8,1
Sunday,138,COL,BAL,2,7,1
Monday,706,TBA,BAL,4,3,0
Tuesday,706,TBA,BAL,7,4,0
Wednesday,707,TBA,BAL,2,4,1
Friday,708,OAK,BAL,7,9,1
Saturday,407,OAK,BAL,2,1,0
Sunday,138,OAK,BAL,3,10,1
Thursday,707,CHA,BAL,1,3,1
Friday,707,CHA,BAL,0,4,1
Saturday,108,CHA,BAL,3,4,1
Sunday,137,CHA,BAL,4,2,0
Monday,706,NYA,BAL,2,4,1
Tuesday,707,NYA,BAL,7,5,0
Wednesday,708,NYA,BAL,5,4,0
Thursday,823,NYA,BAL,6,5,0
Tuesday,706,TOR,BAL,3,2,0
Wednesday,706,TOR,BAL,5,9,1
Thursday,706,TOR,BAL,2,3,1
Friday,707,BOS,BAL,12,3,0
Saturday,706,BOS,BAL,5,6,1
Sunday,138,BOS,BAL,6,7,1
Sunday,810,NYA,BOS,7,9,1
Tuesday,711,NYA,BOS,6,4,0
Wednesday,711,NYA,BOS,3,1,0
Friday,711,TBA,BOS,3,1,0
Saturday,905,TBA,BOS,6,5,0
Sunday,206,TBA,BOS,7,1,0
Monday,1107,TBA,BOS,8,2,0
Tuesday,710,TEX,BOS,6,7,1
Wednesday,710,TEX,BOS,7,8,1
Thursday,712,TEX,BOS,3,0,0
Friday,711,BAL,BOS,3,4,1
Saturday,711,BAL,BOS,6,7,1
Sunday,135,BAL,BOS,7,6,0
Monday,712,ANA,BOS,8,17,1
Tuesday,711,ANA,BOS,1,5,1
Wednesday,713,ANA,BOS,1,3,1
Thursday,712,ANA,BOS,6,11,1
Friday,711,NYA,BOS,10,3,0
Saturday,311,NYA,BOS,14,3,0
Sunday,810,NYA,BOS,3,9,1
Monday,710,TOR,BOS,6,7,1
Tuesday,711,TOR,BOS,1,6,1
